image,xml
Pascal_tomato\train\341_3_jpg.rf.228931ab4a1032fa32d5e22b88abb068.jpg,Pascal_tomato\train\341_3_jpg.rf.228931ab4a1032fa32d5e22b88abb068.xml
Pascal_tomato\train\341_3_jpg.rf.397d46383dd20187dbac398481fcdda1.jpg,Pascal_tomato\train\341_3_jpg.rf.397d46383dd20187dbac398481fcdda1.xml
Pascal_tomato\train\341_6_jpg.rf.70e3d99f332852b218c39f5c2867c21f.jpg,Pascal_tomato\train\341_6_jpg.rf.70e3d99f332852b218c39f5c2867c21f.xml
Pascal_tomato\train\341_6_jpg.rf.f356da9fc34abb453904e3237b09ca1f.jpg,Pascal_tomato\train\341_6_jpg.rf.f356da9fc34abb453904e3237b09ca1f.xml
Pascal_tomato\train\341_8_jpg.rf.4541cc5a877aead57f8505e8ae3cbf4e.jpg,Pascal_tomato\train\341_8_jpg.rf.4541cc5a877aead57f8505e8ae3cbf4e.xml
Pascal_tomato\train\341_8_jpg.rf.95a2f79a86e129f3f83993ea820169cd.jpg,Pascal_tomato\train\341_8_jpg.rf.95a2f79a86e129f3f83993ea820169cd.xml
Pascal_tomato\train\342_11_jpg.rf.0b6bd7fbda1304135bb2613e2eb4293e.jpg,Pascal_tomato\train\342_11_jpg.rf.0b6bd7fbda1304135bb2613e2eb4293e.xml
Pascal_tomato\train\342_11_jpg.rf.2e6b1eb80accd80b6f612ab7e4f4afb8.jpg,Pascal_tomato\train\342_11_jpg.rf.2e6b1eb80accd80b6f612ab7e4f4afb8.xml
Pascal_tomato\train\342_12_jpg.rf.2df42ec6d83a3f41455bc5764ff9e034.jpg,Pascal_tomato\train\342_12_jpg.rf.2df42ec6d83a3f41455bc5764ff9e034.xml
Pascal_tomato\train\342_12_jpg.rf.92556dbbdda8204793dc5285c7f048d6.jpg,Pascal_tomato\train\342_12_jpg.rf.92556dbbdda8204793dc5285c7f048d6.xml
Pascal_tomato\train\342_13_jpg.rf.b5769e84a13e728d227b5b8e2a031527.jpg,Pascal_tomato\train\342_13_jpg.rf.b5769e84a13e728d227b5b8e2a031527.xml
Pascal_tomato\train\342_13_jpg.rf.fcc23058dbb7331c2ce3fd0fab524360.jpg,Pascal_tomato\train\342_13_jpg.rf.fcc23058dbb7331c2ce3fd0fab524360.xml
Pascal_tomato\train\342_16_jpg.rf.1d7f6a9695944bbe0378308ee8591813.jpg,Pascal_tomato\train\342_16_jpg.rf.1d7f6a9695944bbe0378308ee8591813.xml
Pascal_tomato\train\342_16_jpg.rf.9fd9e6bcdc81f0c558b9cdb872eb97cb.jpg,Pascal_tomato\train\342_16_jpg.rf.9fd9e6bcdc81f0c558b9cdb872eb97cb.xml
Pascal_tomato\train\342_17_jpg.rf.32bdb5bff0a1b09fa3f9488805c84fe9.jpg,Pascal_tomato\train\342_17_jpg.rf.32bdb5bff0a1b09fa3f9488805c84fe9.xml
Pascal_tomato\train\342_17_jpg.rf.af108353d42efd363b16f39d4f2aecda.jpg,Pascal_tomato\train\342_17_jpg.rf.af108353d42efd363b16f39d4f2aecda.xml
Pascal_tomato\train\342_19_jpg.rf.1fc9a34be8c6f26581702dbb156e5d49.jpg,Pascal_tomato\train\342_19_jpg.rf.1fc9a34be8c6f26581702dbb156e5d49.xml
Pascal_tomato\train\342_19_jpg.rf.d312c01a2dfd63dc6c3b0c8a17f9d39c.jpg,Pascal_tomato\train\342_19_jpg.rf.d312c01a2dfd63dc6c3b0c8a17f9d39c.xml
Pascal_tomato\train\342_21_jpg.rf.b600d0c19fa93290ec7c3c65f8b9a8e7.jpg,Pascal_tomato\train\342_21_jpg.rf.b600d0c19fa93290ec7c3c65f8b9a8e7.xml
Pascal_tomato\train\342_22_jpg.rf.27ba43ac44482c01d2d59bd88f84d3a0.jpg,Pascal_tomato\train\342_22_jpg.rf.27ba43ac44482c01d2d59bd88f84d3a0.xml
Pascal_tomato\train\342_22_jpg.rf.bfbf78c1227ffba38893d468129a4adc.jpg,Pascal_tomato\train\342_22_jpg.rf.bfbf78c1227ffba38893d468129a4adc.xml
Pascal_tomato\train\342_23_jpg.rf.77b48ddba4006aa8c1b86b13b6d61f32.jpg,Pascal_tomato\train\342_23_jpg.rf.77b48ddba4006aa8c1b86b13b6d61f32.xml
Pascal_tomato\train\342_23_jpg.rf.aa049141f2ea107a67cbabbb714c7c2d.jpg,Pascal_tomato\train\342_23_jpg.rf.aa049141f2ea107a67cbabbb714c7c2d.xml
Pascal_tomato\train\342_24_jpg.rf.49f03afe36b5d689b8a40835603a9b77.jpg,Pascal_tomato\train\342_24_jpg.rf.49f03afe36b5d689b8a40835603a9b77.xml
Pascal_tomato\train\342_6_jpg.rf.20568e610e34830add6521349475da66.jpg,Pascal_tomato\train\342_6_jpg.rf.20568e610e34830add6521349475da66.xml
Pascal_tomato\train\342_7_jpg.rf.7b4d18a90b6000f340068a316d83bf61.jpg,Pascal_tomato\train\342_7_jpg.rf.7b4d18a90b6000f340068a316d83bf61.xml
Pascal_tomato\train\342_7_jpg.rf.91206834b7d3d176972e3dc4ec534c55.jpg,Pascal_tomato\train\342_7_jpg.rf.91206834b7d3d176972e3dc4ec534c55.xml
Pascal_tomato\train\343_15_jpg.rf.07322497b2a6fa5896eb40b77982e373.jpg,Pascal_tomato\train\343_15_jpg.rf.07322497b2a6fa5896eb40b77982e373.xml
Pascal_tomato\train\343_15_jpg.rf.82cee339fa0662c26035fa87199d0a94.jpg,Pascal_tomato\train\343_15_jpg.rf.82cee339fa0662c26035fa87199d0a94.xml
Pascal_tomato\train\343_22_jpg.rf.2c90a581f03034f2a8aabbc0c2eefe77.jpg,Pascal_tomato\train\343_22_jpg.rf.2c90a581f03034f2a8aabbc0c2eefe77.xml
Pascal_tomato\train\343_23_jpg.rf.46cf0b1b138f929ff707db2e5f2f0188.jpg,Pascal_tomato\train\343_23_jpg.rf.46cf0b1b138f929ff707db2e5f2f0188.xml
Pascal_tomato\train\343_23_jpg.rf.9732c0ad3c2160f082cc50358f8e9a75.jpg,Pascal_tomato\train\343_23_jpg.rf.9732c0ad3c2160f082cc50358f8e9a75.xml
Pascal_tomato\train\343_3_jpg.rf.2700c3df443cf6b37e01f635ec26e182.jpg,Pascal_tomato\train\343_3_jpg.rf.2700c3df443cf6b37e01f635ec26e182.xml
Pascal_tomato\train\343_3_jpg.rf.a58221494bfad86ad7622f2f9c3c9916.jpg,Pascal_tomato\train\343_3_jpg.rf.a58221494bfad86ad7622f2f9c3c9916.xml
Pascal_tomato\train\343_4_jpg.rf.081d4c387769f75eac0b3e5aba2da6f1.jpg,Pascal_tomato\train\343_4_jpg.rf.081d4c387769f75eac0b3e5aba2da6f1.xml
Pascal_tomato\train\343_4_jpg.rf.b9370c9a1c121cad62e136d78f4b4894.jpg,Pascal_tomato\train\343_4_jpg.rf.b9370c9a1c121cad62e136d78f4b4894.xml
Pascal_tomato\train\343_8_jpg.rf.70ad05f3bd97d7367f1dbb213f7111b7.jpg,Pascal_tomato\train\343_8_jpg.rf.70ad05f3bd97d7367f1dbb213f7111b7.xml
Pascal_tomato\train\343_8_jpg.rf.d7a54a40379f634b8332437d63a93dc7.jpg,Pascal_tomato\train\343_8_jpg.rf.d7a54a40379f634b8332437d63a93dc7.xml
Pascal_tomato\train\343_9_jpg.rf.544a9de3f03183101c4a28d3f8b75d8b.jpg,Pascal_tomato\train\343_9_jpg.rf.544a9de3f03183101c4a28d3f8b75d8b.xml
Pascal_tomato\train\343_9_jpg.rf.617e7ea85c8094655ad409af48dda3d8.jpg,Pascal_tomato\train\343_9_jpg.rf.617e7ea85c8094655ad409af48dda3d8.xml
Pascal_tomato\train\344_18_jpg.rf.459a0f3fa4f9fc084f635311539ec262.jpg,Pascal_tomato\train\344_18_jpg.rf.459a0f3fa4f9fc084f635311539ec262.xml
Pascal_tomato\train\344_18_jpg.rf.705e9df722cf913f88a374014eb997bb.jpg,Pascal_tomato\train\344_18_jpg.rf.705e9df722cf913f88a374014eb997bb.xml
Pascal_tomato\train\344_19_jpg.rf.7a28d53e550188382c0806c46375a726.jpg,Pascal_tomato\train\344_19_jpg.rf.7a28d53e550188382c0806c46375a726.xml
Pascal_tomato\train\344_19_jpg.rf.ed3f0566751e4047b5de569508e1ad7e.jpg,Pascal_tomato\train\344_19_jpg.rf.ed3f0566751e4047b5de569508e1ad7e.xml
Pascal_tomato\train\344_23_jpg.rf.a33aa9ae1acffbc9d332bbc607d7723c.jpg,Pascal_tomato\train\344_23_jpg.rf.a33aa9ae1acffbc9d332bbc607d7723c.xml
Pascal_tomato\train\344_24_jpg.rf.c2e0b6f81aec33824e39020847f2dc60.jpg,Pascal_tomato\train\344_24_jpg.rf.c2e0b6f81aec33824e39020847f2dc60.xml
Pascal_tomato\train\344_25_jpg.rf.329562590d711ed62439fd672607a2fc.jpg,Pascal_tomato\train\344_25_jpg.rf.329562590d711ed62439fd672607a2fc.xml
Pascal_tomato\train\344_25_jpg.rf.c5795b38879cd5578336124969b56f48.jpg,Pascal_tomato\train\344_25_jpg.rf.c5795b38879cd5578336124969b56f48.xml
Pascal_tomato\train\344_3_jpg.rf.b640dff5ad615bbac5da713c1404c2de.jpg,Pascal_tomato\train\344_3_jpg.rf.b640dff5ad615bbac5da713c1404c2de.xml
Pascal_tomato\train\344_4_jpg.rf.38242117cfa8e260d99728855adcb0d8.jpg,Pascal_tomato\train\344_4_jpg.rf.38242117cfa8e260d99728855adcb0d8.xml
Pascal_tomato\train\344_4_jpg.rf.bbe2dedcdd5664413797b15cea7a843e.jpg,Pascal_tomato\train\344_4_jpg.rf.bbe2dedcdd5664413797b15cea7a843e.xml
Pascal_tomato\train\344_8_jpg.rf.4a04d4e036d3ce391317654ad29ffe9d.jpg,Pascal_tomato\train\344_8_jpg.rf.4a04d4e036d3ce391317654ad29ffe9d.xml
Pascal_tomato\train\344_8_jpg.rf.770e535c3905fdca5150c58fc644ac2b.jpg,Pascal_tomato\train\344_8_jpg.rf.770e535c3905fdca5150c58fc644ac2b.xml
Pascal_tomato\train\345_6_jpg.rf.54cb3200043bc373e65bb9885032b940.jpg,Pascal_tomato\train\345_6_jpg.rf.54cb3200043bc373e65bb9885032b940.xml
Pascal_tomato\train\345_6_jpg.rf.92c4dbc8ba199ef5d2dcb33acd6fc107.jpg,Pascal_tomato\train\345_6_jpg.rf.92c4dbc8ba199ef5d2dcb33acd6fc107.xml
Pascal_tomato\train\346_11_jpg.rf.93abaf1923fc244e2abeb9ba6ca918a2.jpg,Pascal_tomato\train\346_11_jpg.rf.93abaf1923fc244e2abeb9ba6ca918a2.xml
Pascal_tomato\train\346_16_jpg.rf.802aa4f47409ae73c7a96abe76ad8a7a.jpg,Pascal_tomato\train\346_16_jpg.rf.802aa4f47409ae73c7a96abe76ad8a7a.xml
Pascal_tomato\train\346_16_jpg.rf.894c42a2bc2b848efbbe264910edea95.jpg,Pascal_tomato\train\346_16_jpg.rf.894c42a2bc2b848efbbe264910edea95.xml
Pascal_tomato\train\346_17_jpg.rf.5ca678af87293a597b14835e07cbe65d.jpg,Pascal_tomato\train\346_17_jpg.rf.5ca678af87293a597b14835e07cbe65d.xml
Pascal_tomato\train\346_17_jpg.rf.b5dd6ca78a7fb0f5f73e972041efa654.jpg,Pascal_tomato\train\346_17_jpg.rf.b5dd6ca78a7fb0f5f73e972041efa654.xml
Pascal_tomato\train\346_1_jpg.rf.17f5ef8e8e2d268a3b72b580af2cd7a2.jpg,Pascal_tomato\train\346_1_jpg.rf.17f5ef8e8e2d268a3b72b580af2cd7a2.xml
Pascal_tomato\train\346_1_jpg.rf.b0a179e7606db268c3588a6551994573.jpg,Pascal_tomato\train\346_1_jpg.rf.b0a179e7606db268c3588a6551994573.xml
Pascal_tomato\train\346_2_jpg.rf.1aae42e7a12c69b5ce5ed5bbe3c29452.jpg,Pascal_tomato\train\346_2_jpg.rf.1aae42e7a12c69b5ce5ed5bbe3c29452.xml
Pascal_tomato\train\346_2_jpg.rf.2ad7c50ea7e081156d786d4be601e6f6.jpg,Pascal_tomato\train\346_2_jpg.rf.2ad7c50ea7e081156d786d4be601e6f6.xml
Pascal_tomato\train\346_6_jpg.rf.f56e9897ef701b3fa3c7f7ed147993ac.jpg,Pascal_tomato\train\346_6_jpg.rf.f56e9897ef701b3fa3c7f7ed147993ac.xml
Pascal_tomato\train\346_7_jpg.rf.293924f54dc0244e3268696e01eba306.jpg,Pascal_tomato\train\346_7_jpg.rf.293924f54dc0244e3268696e01eba306.xml
Pascal_tomato\train\346_7_jpg.rf.6884cbffeca5efe65b0a0f5c3cac84e7.jpg,Pascal_tomato\train\346_7_jpg.rf.6884cbffeca5efe65b0a0f5c3cac84e7.xml
Pascal_tomato\train\347_14_jpg.rf.324f64eb91c3811e8db476374043a3d9.jpg,Pascal_tomato\train\347_14_jpg.rf.324f64eb91c3811e8db476374043a3d9.xml
Pascal_tomato\train\347_14_jpg.rf.fc8d33c276ba945e4fe7fdc298333c09.jpg,Pascal_tomato\train\347_14_jpg.rf.fc8d33c276ba945e4fe7fdc298333c09.xml
Pascal_tomato\train\347_19_jpg.rf.46d36d3d50d7d93f144f28d8604b5d61.jpg,Pascal_tomato\train\347_19_jpg.rf.46d36d3d50d7d93f144f28d8604b5d61.xml
Pascal_tomato\train\347_1_jpg.rf.61356d159813220107d259b70b2bbfd2.jpg,Pascal_tomato\train\347_1_jpg.rf.61356d159813220107d259b70b2bbfd2.xml
Pascal_tomato\train\347_22_jpg.rf.9ab78f239f8561af13f3312270f52660.jpg,Pascal_tomato\train\347_22_jpg.rf.9ab78f239f8561af13f3312270f52660.xml
Pascal_tomato\train\347_22_jpg.rf.eeb8e2d23c495d1d4c2b669ab1293b38.jpg,Pascal_tomato\train\347_22_jpg.rf.eeb8e2d23c495d1d4c2b669ab1293b38.xml
Pascal_tomato\train\347_2_jpg.rf.da0f740f8cad68286d30e343bd740088.jpg,Pascal_tomato\train\347_2_jpg.rf.da0f740f8cad68286d30e343bd740088.xml
Pascal_tomato\train\347_6_jpg.rf.d1ed5c96b74184c75c5509067d86c97f.jpg,Pascal_tomato\train\347_6_jpg.rf.d1ed5c96b74184c75c5509067d86c97f.xml
Pascal_tomato\train\347_6_jpg.rf.f0648ec8820a172ebc438029dc8ee145.jpg,Pascal_tomato\train\347_6_jpg.rf.f0648ec8820a172ebc438029dc8ee145.xml
Pascal_tomato\train\347_7_jpg.rf.0e5e12724e33f6bfb8ba06ce860cc229.jpg,Pascal_tomato\train\347_7_jpg.rf.0e5e12724e33f6bfb8ba06ce860cc229.xml
Pascal_tomato\train\348_16_jpg.rf.696ef076d94a2739adaff8872dbad129.jpg,Pascal_tomato\train\348_16_jpg.rf.696ef076d94a2739adaff8872dbad129.xml
Pascal_tomato\train\348_16_jpg.rf.6ce1575b7986ab1eac2c817a8bfa54f6.jpg,Pascal_tomato\train\348_16_jpg.rf.6ce1575b7986ab1eac2c817a8bfa54f6.xml
Pascal_tomato\train\348_21_jpg.rf.a7f76bdae73a05f13129053ed3fb57cc.jpg,Pascal_tomato\train\348_21_jpg.rf.a7f76bdae73a05f13129053ed3fb57cc.xml
Pascal_tomato\train\348_21_jpg.rf.e02311a697c74f1edfb82713f60b5798.jpg,Pascal_tomato\train\348_21_jpg.rf.e02311a697c74f1edfb82713f60b5798.xml
